model-1602604224,1602604224.98,0.25,0.1224,0.28,0.1224 
model-1602604224,1602604225.035,0.23,0.1224,0.31,0.1224 
model-1602604224,1602604225.092,0.24,0.1224,0.32,0.1224 
model-1602604224,1602604225.145,0.33,0.1224,0.26,0.1224 
model-1602604224,1602604225.201,0.26,0.1224,0.29,0.1224 
model-1602604224,1602604225.252,0.23,0.1224,0.18,0.1224 
model-1602604224,1602604225.305,0.22,0.1224,0.21,0.1224 
model-1602604224,1602604225.357,0.21,0.1224,0.2,0.1224 
model-1602604224,1602604225.412,0.24,0.1224,0.2,0.1224 
model-1602604224,1602604225.463,0.3,0.1224,0.33,0.1224 
model-1602604224,1602604225.516,0.22,0.1224,0.26,0.1224 
model-1602604224,1602604225.568,0.34,0.1224,0.3,0.1224 
model-1602604224,1602604225.621,0.27,0.1224,0.36,0.1224 
model-1602604224,1602604225.671,0.24,0.1224,0.28,0.1224 
model-1602604224,1602604225.725,0.25,0.1224,0.26,0.1224 
model-1602604224,1602604225.774,0.19,0.1224,0.28,0.1224 
model-1602604224,1602604225.827,0.28,0.1224,0.2,0.1224 
model-1602604224,1602604225.878,0.19,0.1224,0.26,0.1224 
model-1602604224,1602604225.931,0.21,0.1224,0.25,0.1224 
model-1602604224,1602604225.981,0.32,0.1224,0.28,0.1224 
model-1602604224,1602604226.036,0.29,0.1224,0.29,0.1224 
model-1602604224,1602604226.087,0.21,0.1224,0.24,0.1224 
model-1602604224,1602604226.14,0.26,0.1224,0.26,0.1224 
model-1602604224,1602604226.191,0.27,0.1224,0.25,0.1224 
model-1602604224,1602604226.243,0.26,0.1224,0.25,0.1224 
model-1602604224,1602604226.293,0.26,0.1224,0.29,0.1224 
model-1602604224,1602604226.345,0.32,0.1224,0.34,0.1224 
model-1602604224,1602604226.396,0.28,0.1224,0.24,0.1224 
model-1602604224,1602604226.448,0.17,0.1224,0.27,0.1224 
model-1602604224,1602604226.498,0.27,0.1224,0.32,0.1224 
model-1602604224,1602604226.55,0.19,0.1224,0.22,0.1224 
model-1602604224,1602604226.601,0.26,0.1224,0.26,0.1224 
model-1602604224,1602604226.652,0.22,0.1224,0.22,0.1224 
model-1602604224,1602604226.703,0.26,0.1224,0.3,0.1224 
model-1602604224,1602604226.755,0.27,0.1224,0.31,0.1224 
model-1602604224,1602604226.806,0.23,0.1224,0.21,0.1224 
model-1602604224,1602604226.86,0.26,0.1224,0.19,0.1224 
model-1602604224,1602604226.91,0.18,0.1224,0.31,0.1224 
model-1602604224,1602604226.962,0.18,0.1224,0.35,0.1224 
model-1602604224,1602604227.014,0.3,0.1224,0.27,0.1224 
model-1602604224,1602604227.065,0.25,0.1224,0.29,0.1224 
model-1602604224,1602604227.116,0.22,0.1224,0.22,0.1224 
model-1602604224,1602604227.168,0.23,0.1224,0.32,0.1224 
model-1602604224,1602604227.218,0.25,0.1224,0.32,0.1224 
model-1602604224,1602604227.271,0.21,0.1224,0.23,0.1224 
model-1602604224,1602604227.322,0.25,0.1224,0.28,0.1224 
model-1602604224,1602604227.373,0.15,0.1224,0.27,0.1224 
model-1602604224,1602604227.424,0.32,0.1224,0.24,0.1224 
model-1602604224,1602604227.477,0.22,0.1224,0.34,0.1224 
model-1602604224,1602604227.527,0.26,0.1224,0.19,0.1224 
model-1602604224,1602604227.579,0.29,0.1224,0.26,0.1224 
model-1602604224,1602604227.63,0.3,0.1224,0.29,0.1224 
model-1602604224,1602604227.681,0.28,0.1224,0.26,0.1224 
model-1602604224,1602604227.732,0.22,0.1224,0.23,0.1224 
model-1602604224,1602604227.787,0.25,0.1224,0.24,0.1224 
model-1602604224,1602604227.838,0.25,0.1224,0.26,0.1224 
model-1602604224,1602604227.893,0.25,0.1224,0.21,0.1224 
model-1602604224,1602604227.943,0.26,0.1224,0.2,0.1224 
model-1602604224,1602604227.998,0.21,0.1224,0.26,0.1224 
model-1602604224,1602604228.049,0.21,0.1224,0.19,0.1224 
model-1602604224,1602604228.101,0.24,0.1224,0.19,0.1224 
model-1602604224,1602604228.152,0.28,0.1224,0.21,0.1224 
model-1602604224,1602604228.207,0.24,0.1224,0.23,0.1224 
model-1602604224,1602604228.257,0.22,0.1224,0.31,0.1224 
model-1602604224,1602604228.309,0.19,0.1224,0.27,0.1224 
model-1602604224,1602604228.359,0.31,0.1224,0.27,0.1224 
model-1602604224,1602604228.411,0.15,0.1224,0.22,0.1224 
model-1602604224,1602604228.461,0.29,0.1224,0.22,0.1224 
model-1602604224,1602604228.514,0.2,0.1224,0.24,0.1224 
model-1602604224,1602604228.567,0.27,0.1224,0.21,0.1224 
model-1602604224,1602604228.619,0.3,0.1224,0.34,0.1224 
model-1602604224,1602604228.671,0.27,0.1224,0.35,0.1224 
model-1602604224,1602604228.722,0.22,0.1224,0.15,0.1224 
model-1602604224,1602604228.773,0.2,0.1224,0.24,0.1224 
model-1602604224,1602604228.824,0.29,0.1224,0.22,0.1224 
model-1602604224,1602604228.875,0.25,0.1224,0.24,0.1224 
model-1602604224,1602604228.927,0.2,0.1224,0.32,0.1224 
