model-1601979841,1601979848.616,0.54,0.2483,0.56,0.2604 
model-1601979841,1601979848.66,0.48,0.2594,0.5,0.242 
model-1601979841,1601979848.706,0.54,0.2413,0.5,0.259 
model-1601979841,1601979848.75,0.53,0.2506,0.53,0.2563 
model-1601979841,1601979848.794,0.5,0.2498,0.55,0.2479 
model-1601979841,1601979848.841,0.57,0.239,0.53,0.2481 
model-1601979841,1601979848.884,0.62,0.2374,0.43,0.2538 
model-1601979841,1601979848.927,0.5,0.2499,0.56,0.2472 
model-1601979841,1601979848.976,0.53,0.246,0.47,0.2515 
model-1601979841,1601979849.02,0.57,0.247,0.51,0.2498 
model-1601979841,1601979849.067,0.56,0.245,0.55,0.2448 
model-1601979841,1601979849.115,0.5,0.2513,0.44,0.2524 
model-1601979841,1601979849.158,0.63,0.2416,0.54,0.2463 
model-1601979841,1601979849.202,0.54,0.2492,0.59,0.2409 
model-1601979841,1601979849.248,0.63,0.243,0.45,0.2528 
model-1601979841,1601979849.297,0.49,0.2503,0.56,0.2445 
model-1601979841,1601979849.342,0.59,0.2451,0.59,0.2417 
model-1601979841,1601979849.387,0.54,0.2449,0.63,0.2432 
model-1601979841,1601979849.43,0.57,0.2455,0.57,0.2451 
model-1601979841,1601979849.472,0.53,0.2444,0.52,0.2502 
model-1601979841,1601979849.519,0.55,0.2458,0.58,0.2428 
model-1601979841,1601979849.563,0.55,0.2404,0.55,0.2508 
model-1601979841,1601979849.607,0.48,0.2532,0.55,0.2461 
model-1601979841,1601979849.658,0.51,0.2445,0.56,0.2404 
model-1601979841,1601979849.702,0.62,0.2358,0.53,0.2506 
model-1601979841,1601979849.746,0.59,0.2457,0.6,0.2708 
model-1601979841,1601979849.795,0.51,0.2466,0.56,0.2597 
model-1601979841,1601979849.839,0.47,0.2575,0.49,0.2473 
model-1601979841,1601979849.883,0.53,0.2533,0.43,0.2606 
model-1601979841,1601979849.929,0.57,0.2451,0.47,0.2554 
model-1601979841,1601979849.975,0.54,0.2447,0.49,0.2449 
model-1601979841,1601979850.022,0.53,0.2428,0.46,0.2552 
model-1601979841,1601979850.07,0.59,0.2376,0.49,0.2511 
model-1601979841,1601979850.114,0.53,0.2407,0.44,0.2582 
model-1601979841,1601979850.157,0.52,0.2507,0.51,0.2559 
model-1601979841,1601979850.202,0.53,0.2466,0.51,0.2572 
model-1601979841,1601979850.245,0.55,0.2497,0.63,0.248 
model-1601979841,1601979850.291,0.49,0.2435,0.52,0.248 
model-1601979841,1601979850.34,0.53,0.242,0.57,0.2452 
model-1601979841,1601979850.384,0.59,0.2428,0.58,0.2494 
model-1601979841,1601979850.427,0.53,0.2435,0.53,0.2447 
model-1601979841,1601979850.473,0.63,0.2379,0.49,0.2528 
model-1601979841,1601979850.516,0.56,0.2426,0.57,0.2447 
model-1601979841,1601979850.561,0.51,0.2453,0.6,0.2379 
model-1601979841,1601979850.608,0.58,0.2338,0.56,0.2404 
model-1601979841,1601979850.653,0.66,0.2293,0.57,0.241 
model-1601979841,1601979850.696,0.59,0.2399,0.58,0.2415 
model-1601979841,1601979850.743,0.48,0.2492,0.54,0.2628 
model-1601979841,1601979850.786,0.62,0.2303,0.5,0.2407 
model-1601979841,1601979850.831,0.6,0.2347,0.55,0.2518 
model-1601979841,1601979850.878,0.61,0.2369,0.58,0.2399 
model-1601979841,1601979850.922,0.63,0.2417,0.47,0.2613 
model-1601979841,1601979850.966,0.52,0.2516,0.57,0.2389 
model-1601979841,1601979851.017,0.64,0.2241,0.46,0.2645 
model-1601979841,1601979851.065,0.51,0.2474,0.59,0.2485 
model-1601979841,1601979851.109,0.57,0.2521,0.54,0.2496 
model-1601979841,1601979851.156,0.56,0.2543,0.49,0.2512 
model-1601979841,1601979851.2,0.63,0.2328,0.48,0.2485 
model-1601979841,1601979851.243,0.61,0.2354,0.54,0.2363 
model-1601979841,1601979851.293,0.58,0.2428,0.53,0.255 
model-1601979841,1601979851.337,0.49,0.2574,0.54,0.2622 
model-1601979841,1601979851.381,0.55,0.2611,0.53,0.2455 
model-1601979841,1601979851.427,0.57,0.2426,0.62,0.2426 
model-1601979841,1601979851.471,0.56,0.2428,0.47,0.2474 
model-1601979841,1601979851.514,0.53,0.2493,0.52,0.2459 
model-1601979841,1601979851.561,0.57,0.2411,0.49,0.2503 
model-1601979841,1601979851.605,0.58,0.2377,0.61,0.2383 
model-1601979841,1601979851.649,0.59,0.2373,0.59,0.2409 
model-1601979841,1601979851.695,0.61,0.2415,0.67,0.2344 
model-1601979841,1601979851.739,0.58,0.2433,0.51,0.2386 
model-1601979841,1601979851.783,0.52,0.2554,0.63,0.2366 
model-1601979841,1601979851.829,0.51,0.2486,0.59,0.2293 
model-1601979841,1601979851.875,0.65,0.2452,0.6,0.2461 
model-1601979841,1601979851.918,0.57,0.2438,0.59,0.2463 
model-1601979841,1601979851.968,0.49,0.2575,0.55,0.2498 
model-1601979841,1601979852.0,0.5,0.2484,0.51,0.2458 
model-1601979880,1601979880.638,0.67,0.2315,0.62,0.2344 
model-1601979880,1601979880.695,0.55,0.2471,0.49,0.2643 
model-1601979880,1601979880.755,0.54,0.244,0.58,0.2366 
model-1601979880,1601979880.813,0.68,0.2281,0.55,0.2518 
model-1601979880,1601979880.874,0.64,0.2312,0.62,0.2394 
model-1601979880,1601979880.927,0.63,0.2498,0.53,0.2462 
model-1601979880,1601979880.983,0.59,0.2479,0.5,0.2569 
model-1601979880,1601979881.037,0.6,0.2221,0.62,0.2356 
model-1601979880,1601979881.089,0.58,0.2394,0.62,0.2387 
model-1601979880,1601979881.138,0.49,0.2561,0.56,0.2349 
model-1601979880,1601979881.189,0.59,0.2437,0.63,0.2305 
model-1601979880,1601979881.24,0.71,0.2118,0.64,0.2169 
model-1601979880,1601979881.292,0.52,0.249,0.62,0.2368 
model-1601979880,1601979881.339,0.56,0.2366,0.6,0.2465 
model-1601979880,1601979881.385,0.71,0.2171,0.49,0.2492 
model-1601979880,1601979881.433,0.57,0.2418,0.62,0.2312 
model-1601979880,1601979881.477,0.59,0.2334,0.45,0.2564 
model-1601979880,1601979881.52,0.58,0.2387,0.65,0.2314 
model-1601979880,1601979881.571,0.63,0.23,0.59,0.2407 
model-1601979880,1601979881.62,0.65,0.2237,0.58,0.2468 
model-1601979880,1601979881.669,0.59,0.2383,0.51,0.2527 
model-1601979880,1601979881.715,0.52,0.2482,0.64,0.2171 
model-1601979880,1601979881.768,0.6,0.245,0.57,0.2259 
model-1601979880,1601979881.823,0.64,0.2207,0.62,0.2327 
model-1601979880,1601979881.868,0.6,0.2304,0.62,0.2358 
model-1601979880,1601979881.916,0.58,0.24,0.61,0.2279 
model-1601979880,1601979881.961,0.59,0.2365,0.62,0.2429 
model-1601979880,1601979882.005,0.52,0.2446,0.58,0.2441 
model-1601979880,1601979882.055,0.54,0.2434,0.63,0.2384 
model-1601979880,1601979882.099,0.55,0.2484,0.56,0.242 
model-1601979880,1601979882.142,0.63,0.2267,0.62,0.2325 
model-1601979880,1601979882.188,0.6,0.2304,0.62,0.2207 
model-1601979880,1601979882.232,0.6,0.2407,0.62,0.2338 
model-1601979880,1601979882.276,0.7,0.2188,0.6,0.2336 
model-1601979880,1601979882.324,0.64,0.2351,0.61,0.2379 
model-1601979880,1601979882.367,0.56,0.2465,0.51,0.262 
model-1601979880,1601979882.41,0.6,0.2406,0.62,0.2389 
model-1601979880,1601979882.456,0.53,0.2469,0.58,0.249 
model-1601979880,1601979882.499,0.66,0.2143,0.62,0.2327 
model-1601979880,1601979882.542,0.55,0.2422,0.56,0.2408 
model-1601979880,1601979882.588,0.53,0.2459,0.55,0.2458 
model-1601979880,1601979882.635,0.5,0.2546,0.63,0.2294 
model-1601979880,1601979882.688,0.75,0.204,0.55,0.244 
model-1601979880,1601979882.734,0.62,0.2251,0.49,0.2624 
model-1601979880,1601979882.778,0.48,0.2657,0.49,0.2703 
model-1601979880,1601979882.822,0.67,0.2255,0.6,0.2431 
model-1601979880,1601979882.876,0.61,0.2316,0.66,0.226 
model-1601979880,1601979882.932,0.61,0.2318,0.59,0.2386 
model-1601979880,1601979882.989,0.56,0.2434,0.59,0.2364 
model-1601979880,1601979883.043,0.62,0.2262,0.53,0.2592 
model-1601979880,1601979883.093,0.5,0.248,0.58,0.2395 
model-1601979880,1601979883.143,0.54,0.2337,0.67,0.213 
model-1601979880,1601979883.197,0.55,0.2398,0.56,0.2496 
model-1601979880,1601979883.248,0.66,0.2235,0.61,0.2353 
model-1601979880,1601979883.298,0.63,0.239,0.56,0.2436 
model-1601979880,1601979883.352,0.61,0.2402,0.46,0.2753 
model-1601979880,1601979883.402,0.56,0.2466,0.62,0.2333 
model-1601979880,1601979883.451,0.49,0.2669,0.62,0.2299 
model-1601979880,1601979883.504,0.52,0.2435,0.56,0.2452 
model-1601979880,1601979883.548,0.55,0.2418,0.68,0.2137 
model-1601979880,1601979883.591,0.57,0.2317,0.63,0.228 
model-1601979880,1601979883.64,0.56,0.2415,0.57,0.2444 
model-1601979880,1601979883.689,0.54,0.2406,0.51,0.2527 
model-1601979880,1601979883.736,0.59,0.2329,0.52,0.2556 
model-1601979880,1601979883.784,0.66,0.2266,0.53,0.2503 
model-1601979880,1601979883.829,0.57,0.2378,0.58,0.2383 
model-1601979880,1601979883.871,0.57,0.2317,0.46,0.2737 
model-1601979880,1601979883.916,0.59,0.2371,0.59,0.2336 
model-1601979880,1601979883.961,0.49,0.247,0.49,0.2533 
model-1601979880,1601979884.004,0.64,0.2237,0.7,0.2267 
model-1601979880,1601979884.049,0.62,0.2357,0.64,0.2185 
model-1601979880,1601979884.093,0.62,0.2293,0.6,0.2393 
model-1601979880,1601979884.136,0.58,0.2386,0.56,0.2447 
model-1601979880,1601979884.181,0.56,0.2459,0.53,0.2548 
model-1601979880,1601979884.224,0.48,0.2502,0.51,0.2463 
model-1601979880,1601979884.267,0.49,0.249,0.58,0.2443 
model-1601979880,1601979884.313,0.67,0.2193,0.58,0.2298 
model-1601979880,1601979884.356,0.59,0.2348,0.5,0.2611 
model-1601979880,1601979884.399,0.57,0.2452,0.57,0.2458 
model-1601979880,1601979884.444,0.64,0.2287,0.58,0.2375 
model-1601979880,1601979884.488,0.54,0.2451,0.68,0.2313 
model-1601979880,1601979884.531,0.69,0.2275,0.65,0.2274 
model-1601979880,1601979884.578,0.66,0.23,0.56,0.2393 
model-1601979880,1601979884.622,0.61,0.2332,0.66,0.2291 
model-1601979880,1601979884.667,0.71,0.2113,0.61,0.2297 
model-1601979880,1601979884.717,0.66,0.229,0.68,0.2318 
model-1601979880,1601979884.766,0.59,0.2407,0.67,0.2144 
model-1601979880,1601979884.81,0.71,0.2207,0.53,0.2427 
model-1601979880,1601979884.855,0.57,0.2383,0.7,0.2155 
model-1601979880,1601979884.899,0.72,0.2176,0.62,0.2321 
model-1601979880,1601979884.942,0.65,0.2406,0.6,0.2433 
model-1601979880,1601979884.99,0.63,0.2299,0.59,0.2438 
model-1601979880,1601979885.036,0.7,0.2163,0.63,0.2364 
model-1601979880,1601979885.081,0.61,0.2394,0.67,0.2224 
model-1601979880,1601979885.128,0.57,0.2376,0.58,0.2346 
model-1601979880,1601979885.172,0.58,0.2387,0.58,0.2333 
model-1601979880,1601979885.215,0.47,0.2725,0.62,0.2254 
model-1601979880,1601979885.262,0.6,0.2407,0.63,0.232 
model-1601979880,1601979885.306,0.67,0.2143,0.62,0.2282 
model-1601979880,1601979885.349,0.59,0.237,0.61,0.2408 
model-1601979880,1601979885.395,0.63,0.2278,0.6,0.2277 
model-1601979880,1601979885.44,0.63,0.2192,0.58,0.2383 
model-1601979880,1601979885.483,0.58,0.2225,0.61,0.236 
model-1601979880,1601979885.529,0.58,0.2389,0.49,0.2565 
model-1601979880,1601979885.575,0.68,0.2153,0.59,0.2314 
model-1601979880,1601979885.618,0.7,0.1997,0.64,0.2167 
model-1601979880,1601979885.665,0.62,0.2387,0.53,0.2449 
model-1601979880,1601979885.719,0.65,0.2155,0.58,0.2497 
model-1601979880,1601979885.779,0.59,0.2469,0.55,0.247 
model-1601979880,1601979885.834,0.72,0.2039,0.57,0.2501 
model-1601979880,1601979885.878,0.56,0.245,0.6,0.2353 
model-1601979880,1601979885.921,0.58,0.2329,0.6,0.2379 
model-1601979880,1601979885.969,0.6,0.2342,0.61,0.2307 
model-1601979880,1601979886.012,0.62,0.2334,0.68,0.2219 
model-1601979880,1601979886.055,0.55,0.2517,0.55,0.2351 
model-1601979880,1601979886.101,0.63,0.2192,0.65,0.2102 
model-1601979880,1601979886.144,0.59,0.2326,0.52,0.247 
model-1601979880,1601979886.187,0.66,0.2254,0.65,0.209 
model-1601979880,1601979886.235,0.7,0.2034,0.57,0.2329 
model-1601979880,1601979886.279,0.66,0.2227,0.63,0.235 
model-1601979880,1601979886.323,0.6,0.2364,0.54,0.264 
model-1601979880,1601979886.372,0.61,0.2185,0.71,0.2132 
model-1601979880,1601979886.415,0.57,0.2378,0.61,0.2323 
model-1601979880,1601979886.462,0.6,0.2294,0.51,0.2691 
model-1601979880,1601979886.511,0.54,0.2514,0.58,0.2333 
model-1601979880,1601979886.555,0.59,0.2324,0.59,0.2333 
model-1601979880,1601979886.599,0.52,0.2646,0.68,0.2225 
model-1601979880,1601979886.645,0.65,0.2162,0.56,0.2392 
model-1601979880,1601979886.689,0.66,0.2143,0.66,0.2175 
model-1601979880,1601979886.738,0.55,0.2407,0.57,0.2457 
model-1601979880,1601979886.787,0.58,0.2429,0.61,0.2303 
model-1601979880,1601979886.831,0.55,0.241,0.62,0.2339 
model-1601979880,1601979886.874,0.64,0.2311,0.66,0.2269 
model-1601979880,1601979886.92,0.54,0.239,0.56,0.2469 
model-1601979880,1601979886.963,0.55,0.2435,0.57,0.253 
model-1601979880,1601979887.008,0.64,0.2254,0.53,0.252 
model-1601979880,1601979887.058,0.68,0.2034,0.64,0.2184 
model-1601979880,1601979887.101,0.7,0.2087,0.68,0.2206 
model-1601979880,1601979887.144,0.58,0.2288,0.5,0.2428 
model-1601979880,1601979887.189,0.69,0.2142,0.63,0.2267 
model-1601979880,1601979887.233,0.67,0.207,0.64,0.2352 
model-1601979880,1601979887.276,0.55,0.237,0.58,0.2278 
model-1601979880,1601979887.323,0.64,0.2255,0.68,0.2222 
model-1601979880,1601979887.366,0.59,0.2191,0.64,0.2214 
model-1601979880,1601979887.41,0.62,0.2428,0.66,0.2117 
model-1601979880,1601979887.455,0.56,0.2373,0.62,0.2171 
model-1601979880,1601979887.502,0.62,0.2309,0.6,0.2229 
model-1601979880,1601979887.546,0.61,0.2331,0.6,0.2266 
model-1601979880,1601979887.593,0.61,0.2548,0.55,0.2496 
model-1601979880,1601979887.637,0.6,0.2328,0.58,0.2519 
model-1601979880,1601979887.681,0.59,0.2505,0.64,0.2212 
model-1601979880,1601979887.734,0.66,0.2116,0.64,0.2232 
model-1601979880,1601979887.792,0.65,0.2193,0.61,0.231 
model-1601979880,1601979887.847,0.64,0.2289,0.68,0.2159 
model-1601979880,1601979887.893,0.68,0.2059,0.5,0.2673 
model-1601979880,1601979887.937,0.58,0.2296,0.67,0.2058 
model-1601979880,1601979887.98,0.57,0.2383,0.59,0.236 
model-1601979880,1601979888.025,0.69,0.2268,0.61,0.2244 
model-1601979880,1601979888.069,0.65,0.2219,0.6,0.2199 
model-1601979880,1601979888.112,0.58,0.2334,0.64,0.2292 
model-1601979880,1601979888.162,0.59,0.2243,0.59,0.2273 
model-1601979880,1601979888.205,0.59,0.233,0.64,0.2203 
model-1601979880,1601979888.249,0.67,0.2115,0.67,0.2175 
model-1601979880,1601979888.295,0.66,0.2141,0.63,0.2412 
model-1601979880,1601979888.339,0.66,0.2075,0.6,0.2299 
model-1601979880,1601979888.382,0.65,0.2281,0.58,0.2408 
model-1601979880,1601979888.432,0.58,0.2312,0.59,0.2254 
model-1601979880,1601979888.477,0.63,0.2219,0.66,0.2197 
model-1601979880,1601979888.521,0.63,0.2262,0.54,0.2698 
model-1601979880,1601979888.568,0.67,0.2253,0.66,0.2095 
model-1601979880,1601979888.612,0.71,0.2105,0.63,0.2209 
model-1601979880,1601979888.655,0.63,0.2373,0.56,0.2522 
model-1601979880,1601979888.701,0.72,0.1967,0.6,0.2468 
model-1601979880,1601979888.746,0.61,0.2361,0.49,0.2687 
model-1601979880,1601979888.795,0.6,0.2359,0.59,0.2336 
model-1601979880,1601979888.845,0.57,0.2323,0.64,0.2181 
model-1601979880,1601979888.889,0.61,0.218,0.6,0.2315 
model-1601979880,1601979888.933,0.65,0.2207,0.65,0.23 
model-1601979880,1601979888.979,0.61,0.2217,0.65,0.2256 
model-1601979880,1601979889.023,0.54,0.2564,0.58,0.2493 
model-1601979880,1601979889.068,0.69,0.2136,0.64,0.2193 
model-1601979880,1601979889.113,0.53,0.2449,0.68,0.2145 
model-1601979880,1601979889.157,0.64,0.2198,0.52,0.2534 
model-1601979880,1601979889.201,0.68,0.2106,0.5,0.263 
model-1601979880,1601979889.246,0.57,0.245,0.58,0.2433 
model-1601979880,1601979889.289,0.57,0.2409,0.66,0.2203 
model-1601979880,1601979889.333,0.61,0.2286,0.59,0.2324 
model-1601979880,1601979889.38,0.62,0.2188,0.61,0.2379 
model-1601979880,1601979889.424,0.64,0.2185,0.59,0.2642 
model-1601979880,1601979889.467,0.6,0.2473,0.58,0.2308 
model-1601979880,1601979889.513,0.62,0.2268,0.59,0.2286 
model-1601979880,1601979889.557,0.61,0.2283,0.57,0.2353 
model-1601979880,1601979889.6,0.62,0.2269,0.56,0.2381 
model-1601979880,1601979889.645,0.63,0.2289,0.61,0.22 
model-1601979880,1601979889.688,0.61,0.2137,0.63,0.2241 
model-1601979880,1601979889.731,0.58,0.2357,0.61,0.228 
model-1601979880,1601979889.782,0.6,0.2256,0.5,0.2864 
model-1601979880,1601979889.827,0.69,0.2045,0.63,0.2239 
model-1601979880,1601979889.879,0.71,0.1965,0.7,0.2214 
model-1601979880,1601979889.933,0.61,0.2154,0.62,0.2264 
model-1601979880,1601979889.983,0.61,0.2173,0.53,0.2518 
